epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.051,0.47068,4.48254,1.10113,0.03108,0.22748,0.04376,0.04376,0.19787,4.79266,0.87201,7.49248e-05,7.49248e-05,7.49248e-05
2,163.297,0.39941,4.18156,1.03921,0.55313,0.21129,0.16634,0.16524,0.22521,4.59617,0.86443,0.000145622,0.000145622,0.000145622
3,243.695,0.38533,3.96822,1.02484,0.62936,0.2921,0.25061,0.24737,0.20458,4.28484,0.83616,0.000211325,0.000211325,0.000211325
4,324.705,0.38309,3.81108,1.0248,0.61077,0.30951,0.3697,0.36597,0.22114,3.9971,0.85536,0.000204527,0.000204527,0.000204527
5,406.778,0.39037,3.59524,1.01107,0.61063,0.47456,0.47098,0.46695,0.20708,3.90686,0.82296,0.000197036,0.000197036,0.000197036
6,487.246,0.41308,3.39195,1.03389,0.54968,0.55665,0.61189,0.60318,0.21821,3.62823,0.83008,0.000189545,0.000189545,0.000189545
7,569.87,0.39608,3.16926,1.01391,0.55015,0.6264,0.59463,0.57982,0.19274,3.58072,0.82561,0.000182054,0.000182054,0.000182054
8,654.408,0.38276,3.0841,1.01833,0.62731,0.52158,0.65767,0.65053,0.20466,3.24674,0.84216,0.000174563,0.000174563,0.000174563
9,739.743,0.37696,2.97354,1.01329,0.59106,0.66773,0.73295,0.72311,0.17673,2.99554,0.82689,0.000167072,0.000167072,0.000167072
10,824.843,0.33535,2.7676,0.9839,0.64006,0.67536,0.7514,0.74081,0.21086,3.04287,0.83618,0.000159581,0.000159581,0.000159581
11,909.855,0.33561,2.68602,0.98334,0.59949,0.70273,0.8057,0.77794,0.21219,2.94072,0.84662,0.00015209,0.00015209,0.00015209
12,994.54,0.32341,2.6045,0.96029,0.69719,0.75122,0.8632,0.84791,0.18751,2.70448,0.82996,0.000144599,0.000144599,0.000144599
13,1079.49,0.32762,2.49418,0.97293,0.62411,0.81925,0.88031,0.86511,0.19458,2.81186,0.83528,0.000137108,0.000137108,0.000137108
14,1164.76,0.33533,2.41529,0.98177,0.62333,0.88549,0.90894,0.88872,0.18274,2.60067,0.82046,0.000129617,0.000129617,0.000129617
15,1249.6,0.3119,2.29166,0.97401,0.60127,0.88489,0.94874,0.93712,0.18846,2.41333,0.82016,0.000122126,0.000122126,0.000122126
16,1335.65,0.27959,2.17138,0.9479,0.75647,0.86475,0.95687,0.94462,0.18969,2.29028,0.82931,0.000114635,0.000114635,0.000114635
17,1421.47,0.30446,2.14526,0.96298,0.72682,0.85231,0.94151,0.92954,0.17647,2.35054,0.81987,0.000107144,0.000107144,0.000107144
18,1507.53,0.27795,2.02575,0.94356,0.79459,0.85717,0.947,0.92758,0.17125,2.35956,0.82511,9.9653e-05,9.9653e-05,9.9653e-05
19,1593.39,0.29194,2.02881,0.95569,0.91335,0.85074,0.97261,0.96654,0.1447,1.9452,0.8037,9.2162e-05,9.2162e-05,9.2162e-05
20,1679.77,0.26263,1.95451,0.93952,0.77192,0.93343,0.97261,0.97126,0.13368,1.93508,0.79654,8.4671e-05,8.4671e-05,8.4671e-05
21,1764.83,0.16319,1.8575,0.83473,0.73378,0.91923,0.96832,0.96714,0.14154,2.16791,0.79968,7.718e-05,7.718e-05,7.718e-05
22,1848.89,0.14967,1.78806,0.81684,0.86472,0.98292,0.97486,0.97368,0.12225,2.20028,0.78726,6.9689e-05,6.9689e-05,6.9689e-05
23,1932.64,0.14227,1.64819,0.82085,0.91053,0.91577,0.97484,0.97366,0.12928,2.07735,0.78716,6.2198e-05,6.2198e-05,6.2198e-05
24,2016.85,0.13876,1.63909,0.80577,0.88338,0.93639,0.97037,0.96919,0.12281,2.25011,0.78484,5.4707e-05,5.4707e-05,5.4707e-05
25,2098.09,0.13756,1.6101,0.80976,0.86621,0.98098,0.9726,0.9726,0.10921,1.91895,0.7828,4.7216e-05,4.7216e-05,4.7216e-05
26,2178.39,0.13069,1.51731,0.81226,0.87084,0.95525,0.9726,0.9726,0.11011,1.83011,0.78106,3.9725e-05,3.9725e-05,3.9725e-05
27,2258.68,0.12022,1.46445,0.81492,0.95142,0.90024,0.97483,0.97483,0.10059,1.85848,0.77965,3.2234e-05,3.2234e-05,3.2234e-05
28,2338.97,0.12161,1.45815,0.81075,0.90976,0.92062,0.97483,0.97483,0.10224,1.86541,0.78062,2.4743e-05,2.4743e-05,2.4743e-05
29,2419.46,0.11616,1.42917,0.80399,0.90445,0.92527,0.97483,0.97483,0.10042,1.90397,0.77873,1.7252e-05,1.7252e-05,1.7252e-05
30,2499.42,0.12007,1.46598,0.81624,0.90752,0.93141,0.97483,0.97483,0.09557,1.79789,0.77725,9.761e-06,9.761e-06,9.761e-06
