epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,104.247,0.44949,4.57869,1.08732,0.02386,0.31522,0.04702,0.04307,0.19757,4.85376,0.87636,6.11772e-05,6.11772e-05,6.11772e-05
2,207.961,0.35165,4.32044,1.00811,0.02469,0.82428,0.12645,0.12435,0.20968,4.51533,0.84119,0.00011879,0.00011879,0.00011879
3,310.731,0.35953,4.07964,1.00729,0.42772,0.27705,0.19565,0.18819,0.2281,4.19834,0.84821,0.000172333,0.000172333,0.000172333
4,414.97,0.36359,3.87159,1.00205,0.38851,0.30072,0.2186,0.21478,0.22891,4.11431,0.84014,0.000166685,0.000166685,0.000166685
5,519.273,0.34458,3.69404,0.99193,0.35145,0.477,0.32754,0.32389,0.222,3.87338,0.85025,0.00016058,0.00016058,0.00016058
6,622.875,0.33971,3.53262,0.98266,0.50996,0.40525,0.40263,0.4014,0.17961,3.66784,0.81861,0.000154475,0.000154475,0.000154475
7,729.65,0.35929,3.38711,1.00028,0.68731,0.41551,0.50472,0.49967,0.20197,3.47895,0.84604,0.00014837,0.00014837,0.00014837
8,838.541,0.34038,3.26352,0.99617,0.44522,0.56786,0.59085,0.57873,0.1806,3.45223,0.81742,0.000142265,0.000142265,0.000142265
9,946.621,0.32911,3.15267,0.97921,0.42104,0.655,0.61161,0.603,0.18741,3.3453,0.8324,0.00013616,0.00013616,0.00013616
10,1055.96,0.33991,2.9604,0.99459,0.45875,0.70385,0.66717,0.65623,0.17646,3.08498,0.83429,0.000130055,0.000130055,0.000130055
11,1164.77,0.32993,2.86918,0.97501,0.72427,0.629,0.79833,0.79166,0.16788,2.9519,0.81956,0.00012395,0.00012395,0.00012395
12,1273.34,0.33954,2.80275,1.00431,0.55409,0.78316,0.78602,0.77243,0.18078,2.79968,0.83107,0.000117845,0.000117845,0.000117845
13,1381.25,0.30118,2.67953,0.96509,0.5887,0.75243,0.78179,0.77332,0.16815,2.708,0.82345,0.00011174,0.00011174,0.00011174
14,1485.86,0.29342,2.5719,0.96261,0.57772,0.81605,0.82881,0.8165,0.14922,2.54417,0.82669,0.000105635,0.000105635,0.000105635
15,1589.67,0.28414,2.48571,0.96291,0.74302,0.76143,0.87937,0.86484,0.1644,2.5285,0.82736,9.953e-05,9.953e-05,9.953e-05
16,1693.26,0.28719,2.4321,0.96501,0.68168,0.83331,0.89811,0.89049,0.1818,2.50535,0.84797,9.3425e-05,9.3425e-05,9.3425e-05
17,1797.07,0.29778,2.31498,0.96462,0.6604,0.87156,0.89769,0.88416,0.16331,2.30251,0.82792,8.732e-05,8.732e-05,8.732e-05
18,1900.94,0.29286,2.3089,0.95705,0.62001,0.86546,0.90151,0.88821,0.15607,2.40197,0.82751,8.1215e-05,8.1215e-05,8.1215e-05
19,2003.85,0.28339,2.2082,0.96983,0.68701,0.89953,0.93827,0.92632,0.14353,2.20738,0.82664,7.511e-05,7.511e-05,7.511e-05
20,2107.83,0.2603,2.11924,0.9527,0.69627,0.88687,0.94248,0.93378,0.1488,2.24544,0.82772,6.9005e-05,6.9005e-05,6.9005e-05
21,2209.75,0.19096,2.12938,0.87604,0.69869,0.85686,0.93944,0.92132,0.16073,2.54698,0.83112,6.29e-05,6.29e-05,6.29e-05
22,2311.86,0.16742,1.99371,0.85621,0.80993,0.92027,0.9501,0.9418,0.12801,2.31495,0.81457,5.6795e-05,5.6795e-05,5.6795e-05
23,2413.35,0.15305,1.87742,0.85789,0.76695,0.94578,0.93834,0.93077,0.13201,1.90936,0.81369,5.069e-05,5.069e-05,5.069e-05
24,2514.36,0.15723,1.81914,0.84692,0.82411,0.97885,0.96185,0.95644,0.1272,2.00845,0.81107,4.4585e-05,4.4585e-05,4.4585e-05
25,2616.1,0.15189,1.77005,0.85057,0.83238,0.9795,0.97411,0.96762,0.12489,1.88998,0.80963,3.848e-05,3.848e-05,3.848e-05
26,2717.44,0.13883,1.72397,0.83377,0.80921,0.96989,0.97482,0.97266,0.12768,1.96995,0.80496,3.2375e-05,3.2375e-05,3.2375e-05
27,2820.25,0.14123,1.68358,0.83662,0.86854,0.94816,0.97661,0.97661,0.1169,1.88084,0.80134,2.627e-05,2.627e-05,2.627e-05
28,2921.55,0.14257,1.62576,0.83468,0.87087,0.97043,0.9813,0.9813,0.11497,1.77151,0.79877,2.0165e-05,2.0165e-05,2.0165e-05
29,3023.71,0.1373,1.59914,0.83754,0.88766,0.96862,0.97699,0.97483,0.11068,1.84891,0.79835,1.406e-05,1.406e-05,1.406e-05
30,3124.89,0.13775,1.6299,0.84234,0.88349,0.96409,0.98239,0.98023,0.10729,1.78531,0.79584,7.955e-06,7.955e-06,7.955e-06
