epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,133.474,0.46229,4.28704,1.09672,0.02724,0.22619,0.03888,0.03888,0.14987,4.67781,0.83241,9.67273e-05,9.67273e-05,9.67273e-05
2,266.516,0.38974,4.0158,1.03367,0.03452,0.96726,0.13586,0.12103,0.23192,4.37062,0.86864,0.000188301,0.000188301,0.000188301
3,395.848,0.42017,3.74071,1.04366,0.46195,0.27726,0.25322,0.2342,0.23099,4.32784,0.84703,0.000273407,0.000273407,0.000273407
4,527.051,0.39699,3.54647,1.04137,0.53758,0.4002,0.36008,0.34922,0.23885,3.95475,0.84209,0.000264894,0.000264894,0.000264894
5,655.658,0.42161,3.34933,1.05226,0.59181,0.47457,0.45358,0.44813,0.22941,3.7352,0.83225,0.000255192,0.000255192,0.000255192
6,783.572,0.44425,3.23172,1.04496,0.34777,0.61437,0.56562,0.53898,0.23074,3.4888,0.83483,0.00024549,0.00024549,0.00024549
7,911.555,0.41692,3.05123,1.03355,0.52885,0.58014,0.5827,0.55536,0.24399,3.32416,0.85055,0.000235788,0.000235788,0.000235788
8,1042.07,0.3965,2.96626,1.02695,0.42909,0.50882,0.57841,0.56341,0.19869,3.20764,0.83289,0.000226086,0.000226086,0.000226086
9,1177.79,0.38944,2.80576,1.02182,0.31299,0.76012,0.6098,0.6004,0.19732,3.03927,0.83294,0.000216384,0.000216384,0.000216384
10,1299.39,0.38461,2.71271,1.02637,0.43944,0.84993,0.77632,0.76007,0.22133,3.88602,0.86049,0.000206682,0.000206682,0.000206682
11,1421.8,0.34554,2.5914,0.99025,0.54761,0.76688,0.77765,0.76874,0.22835,2.89446,0.8592,0.00019698,0.00019698,0.00019698
12,1541.58,0.36004,2.42148,0.99517,0.65448,0.70714,0.81275,0.79748,0.2458,2.98038,0.87326,0.000187278,0.000187278,0.000187278
13,1659.85,0.35821,2.43351,1.01705,0.56658,0.80468,0.80035,0.77128,0.22293,2.82234,0.88166,0.000177576,0.000177576,0.000177576
14,1775.87,0.34583,2.32334,1.01191,0.70469,0.77955,0.87871,0.8617,0.1983,2.41011,0.83481,0.000167874,0.000167874,0.000167874
15,1895.88,0.33746,2.20019,0.99705,0.70816,0.78991,0.85091,0.82956,0.18782,2.25499,0.82925,0.000158172,0.000158172,0.000158172
16,2017.8,0.32196,2.19052,0.98003,0.56474,0.85271,0.87262,0.85414,0.19021,2.44451,0.83803,0.00014847,0.00014847,0.00014847
17,2134.97,0.2991,2.06155,0.96881,0.76651,0.81817,0.93857,0.93144,0.1581,2.0292,0.8163,0.000138768,0.000138768,0.000138768
18,2263.3,0.29033,2.03101,0.96635,0.73261,0.86382,0.94355,0.93597,0.16061,2.02566,0.82328,0.000129066,0.000129066,0.000129066
19,2390.59,0.30566,1.98792,0.95955,0.74555,0.85831,0.92076,0.90701,0.15105,2.29389,0.82268,0.000119364,0.000119364,0.000119364
20,2517.21,0.30351,1.93283,0.98121,0.63592,0.95405,0.93852,0.93259,0.1428,1.97258,0.80837,0.000109662,0.000109662,0.000109662
21,2641.82,0.16454,1.87211,0.82724,0.75038,0.90044,0.94933,0.94933,0.14112,1.84041,0.79927,9.996e-05,9.996e-05,9.996e-05
22,2768.78,0.15907,1.88582,0.8531,0.78618,0.91071,0.95942,0.95942,0.12366,1.76336,0.7888,9.0258e-05,9.0258e-05,9.0258e-05
23,2893.51,0.14738,1.76071,0.84257,0.78786,0.93614,0.96384,0.95761,0.12294,1.61156,0.78815,8.0556e-05,8.0556e-05,8.0556e-05
24,3015.44,0.14096,1.7181,0.83651,0.85258,0.875,0.96652,0.95874,0.124,1.7484,0.78954,7.0854e-05,7.0854e-05,7.0854e-05
25,3136.33,0.13097,1.57636,0.81223,0.913,0.91262,0.995,0.98722,0.11921,1.66218,0.78919,6.1152e-05,6.1152e-05,6.1152e-05
26,3266.05,0.12865,1.54431,0.80981,0.92401,0.94606,0.995,0.98921,0.11671,1.63159,0.78489,5.145e-05,5.145e-05,5.145e-05
27,3434.44,0.1259,1.48266,0.81106,0.88576,0.99885,0.995,0.99145,0.1077,1.59313,0.77917,4.1748e-05,4.1748e-05,4.1748e-05
28,3579.77,0.12152,1.44349,0.80823,0.90165,0.97816,0.995,0.995,0.10453,1.60332,0.77866,3.2046e-05,3.2046e-05,3.2046e-05
29,3711.38,0.11823,1.45118,0.80895,0.89437,1,0.995,0.995,0.10201,1.55509,0.77871,2.2344e-05,2.2344e-05,2.2344e-05
30,3842.57,0.12116,1.44267,0.79439,0.89205,1,0.995,0.995,0.10093,1.62493,0.77878,1.2642e-05,1.2642e-05,1.2642e-05
